,com_1,com_2,com_3,com_4,com_5,com_6,sp1_1,sp1_2,sp1_3,sp1_4,sp2_1,sp2_2,sp2_3,sp2_4
77,-0.61946476,-0.46220466,-0.07005225,-1.2285309,-0.79213464,-0.39067012,-5.0606556,-3.3513591,2.3686948,0.69149774,-5.8903217,-0.72444856,4.184969,-0.21657218
78,-0.2776612,0.048557907,0.02160719,-1.2621955,-0.3964968,0.1415531,0.34068215,1.6299081,-4.819758,-1.9800332,-1.2392635,-0.67156464,6.246904,2.7889652
79,0.23867366,0.4325195,-0.6116737,-0.27699578,-0.3702644,-0.5469333,-1.2042426,2.7413964,-1.5533507,-0.7188939,4.0459127,0.5568344,3.726842,-1.5331806
80,-0.12294749,0.28824055,0.07369052,-0.32324567,-0.4891225,0.40094823,-1.1133783,1.4129139,-0.45312583,-1.5751742,4.9483614,-3.5204911,-1.827176,2.43956
81,-0.34608835,0.30718392,0.49491617,-0.31707513,-0.4913632,0.078185365,0.5461219,0.20246752,-3.7682579,0.3480185,5.788563,3.4203753,0.71801907,-3.1867697
82,-0.5134059,-0.61550677,-0.0869336,-0.17237371,-0.25356096,-1.4744779,-6.840747,3.9699533,5.870211,-4.399699,0.8269726,6.9361954,-5.7448945,-20.298952
83,-0.5869382,0.20808858,0.7196039,-0.47641784,0.08052029,-0.08423856,5.2134657,1.4356855,-2.999344,4.804929,-13.866047,-8.393589,8.887896,-0.6556419
84,0.3131238,-1.3245742,-0.16452053,0.16028711,-1.0838327,-0.27282,0.7523697,2.177183,2.8436522,-4.185568,-0.5811614,-1.9626491,1.6962864,4.461412
85,0.052099705,-0.10678378,-0.18933734,0.20456389,-0.05121156,0.111378975,2.3327484,-3.380751,-3.2976584,2.4354546,2.1582153,-1.5402564,1.5122029,-3.6861632
86,-0.23896553,-0.30166364,-0.08506012,-1.1578729,-0.32428294,-0.12119317,8.766418,-15.195521,0.6980601,-14.555888,-1.0751425,5.374095,1.326761,-0.41475236
87,-0.43621975,-1.0953823,0.18396877,-0.09554082,-0.29196626,-0.46362644,-2.9002,1.2868294,-0.25070554,4.6142797,6.8325663,-2.1826472,2.1057632,0.06541905
88,-0.036399096,-0.03943611,0.059266217,0.26200822,0.059286922,-0.28998393,-1.5838102,-7.421336,-0.9928613,-4.0555477,-6.9536576,-1.1094786,-1.5947467,-6.8548083
89,-0.029487744,0.1697706,0.043486696,-0.15412673,-0.14034092,0.48249677,-0.2931836,2.8429134,1.0508453,4.7715178,-3.7796402,3.3325462,-6.512685,-3.6236498
90,-0.416116,-0.9495471,-0.013228029,-0.80302525,0.095873415,0.29078656,12.142892,-12.625795,10.170748,4.944356,3.595814,7.6774564,-1.3518478,-5.1190863
91,-0.06513703,-0.49137032,0.24554718,-0.610748,-0.40530264,0.13559934,-1.268301,-0.82756364,-6.7266808,2.1940722,-9.316263,0.11944104,-1.0563874,0.04345557
92,-0.5339513,-0.5623281,0.3659401,-0.12068509,-0.07988635,0.06897325,3.5336514,-5.7716594,-2.0108712,3.8840184,-3.1863697,1.6792011,-1.2139956,-1.6899073
93,-0.6038376,0.62219256,0.12390222,-1.1461375,-0.5968245,-0.8518779,-1.4864361,0.24898437,1.5138482,1.2561054,7.639033,-2.1836607,-7.558104,-13.310222
94,-0.17805879,-0.01254499,-0.079496115,-0.6635126,0.14404672,0.20950122,0.809597,-3.6473904,4.3835497,-1.6058934,-1.0450798,-0.03433323,-1.1031268,1.674934
95,0.30565774,-0.11673516,0.26011607,-0.6883677,0.018245079,-0.44100484,0.4132598,-1.6493783,3.548739,-1.7913365,-6.3287325,-4.463501,6.4511003,0.38116488
96,0.24751443,0.043287873,0.17822425,-0.07896277,-0.7090763,0.7731941,1.731054,-0.8769331,0.87151474,-1.8091938,-10.202125,1.9328055,5.9078174,-1.1034961
97,-0.24411938,-0.15221739,0.48312074,-0.4043573,-0.8582416,0.015650913,-2.2309086,1.104058,0.29387498,-0.11521248,0.08767615,1.5504748,2.7108033,-2.7593277
98,-0.92531866,-0.8223983,0.030078784,0.37464052,0.23794866,-0.27547833,-3.1324532,4.082554,5.976563,0.95524937,-0.55009747,11.8591385,-2.1471834,4.708212
99,-0.20066157,-0.650524,0.10487845,-0.72545743,-0.12886274,0.13841301,6.2102485,-14.069376,6.2036567,1.7029837,3.0415297,-3.561052,-6.0111847,-3.9719853
100,-0.7046733,-0.41050977,-0.029010978,-0.35096955,-0.32859707,0.45302135,1.4808022,-13.282682,3.3300316,-2.0900993,-17.211967,2.0563798,-0.76546574,-11.170773
101,-0.70220065,-0.7278783,0.2371726,-0.14365175,-0.13465603,-0.753146,-3.1999958,-0.5971786,-12.934445,2.714541,10.936961,-4.231277,-0.5603949,-2.711307
102,0.10204373,-0.24031396,0.31846446,0.23587656,-0.97698915,-0.62760293,0.75423,1.2743582,0.054265544,1.0478393,6.764568,-1.0230899,1.7401145,-4.0480294
103,-0.3886289,-0.8948691,0.458856,-0.44487864,-0.23813666,0.37653834,-7.6703057,2.9227936,-7.317535,3.9629824,3.380089,41.587288,3.5468485,-7.581457
104,0.64671713,-0.12576593,0.470375,-0.776475,-0.43977457,0.7187896,1.5469931,-2.6015193,-2.5584366,2.4236102,-0.10761293,0.8087996,2.9859126,3.7186885
105,0.37673673,0.048327863,1.066734,-0.32144666,-0.8176126,0.11100321,-2.00665,-2.3243608,0.5942449,1.099232,1.1836401,0.5542934,5.831307,6.3057055
106,-0.483635,0.29393694,0.4854516,-0.042665973,-0.42985597,-0.3657246,-0.58716077,3.0642762,-7.4141407,-16.282757,-5.6547136,3.006621,-1.5168116,-2.0228126
107,-0.67989933,0.16398951,-0.25352806,-0.6911938,0.062151723,1.4522594,1.4627347,4.5029225,-0.30808467,1.8691767,-0.41954693,2.871121,-3.3191936,-6.192318
108,-0.6558646,-0.56911635,0.49726272,-0.5617247,0.18150815,0.34299272,10.372597,0.4299478,-0.056946993,-4.0541153,-2.509051,0.7278055,3.838423,11.290645
109,-0.32554176,-0.50267136,0.3495079,-0.3395818,-0.5732419,0.049722925,-6.1266494,-6.221897,2.1392353,1.5310222,-2.3147519,2.5971665,7.729797,-7.690031
110,0.0931194,0.0322797,-0.31163186,-0.7508322,1.1125605,-0.00044728816,0.4090461,15.837131,9.454284,-13.614686,-0.5214375,-2.5701394,-2.2388206,-0.5741292
111,0.13087356,-0.028067619,-0.66331166,-0.085237026,-0.38961053,-0.14045656,-0.87427866,-3.5861301,-0.30415127,-0.72007275,4.9532857,1.1979046,5.5418262,-7.7555375
112,-0.39538974,-0.8345599,-0.09927024,-1.3898187,-0.2651043,-0.5066705,12.759651,-1.5467453,-12.730813,-2.7671578,1.4801769,13.826365,9.644928,23.647697
113,-0.44302592,-0.6956893,0.5374273,-0.45425653,-0.5050045,-0.06850804,13.006959,0.14977044,-15.918995,4.023395,-1.4955544,4.6497407,-4.610572,-14.573989
114,-0.36514187,0.20383082,0.20431969,-0.15132405,0.5321448,-0.0971233,6.5018854,1.6728064,-0.11081442,1.6307628,-3.8490422,-1.9745855,1.6168166,0.1806741
115,-0.8269191,-0.9940403,0.3024377,-0.71283877,0.10825309,0.7422229,-3.6176186,1.256615,1.9629223,-14.291573,-6.0803814,2.4645166,-0.32721454,0.38822338
116,-0.42168665,-0.34143066,0.3929323,-0.63930297,-0.5318283,-0.64130026,-6.6461244,-5.066222,2.1049972,-2.8059478,-0.47006592,3.102761,-4.01335,-3.011641
117,-0.010978311,0.33738023,0.09588912,0.41801393,-0.23711391,-0.8212112,-0.1780276,5.529337,2.5466912,-2.1681874,-5.3785934,-1.4682273,1.5600682,0.7705257
118,-0.20713557,-1.0051003,0.35778868,-0.45737615,-0.65003026,-0.38974425,-6.4902987,-5.24049,-2.2879844,6.7754426,-7.0527387,4.089662,-1.7449561,-2.5231597
119,-0.032014653,-0.42743957,0.40146264,0.8093361,-0.1228951,-0.94110537,2.1368957,1.138207,1.9681535,-0.9534791,3.6074975,1.27051,3.895224,7.1634784
120,-0.043712474,-0.52238476,-0.25916758,-0.6357803,-0.3995715,-0.070336536,6.1546974,-2.1687815,3.4464378,0.22242388,8.891927,-2.8834832,-24.334259,2.5384371
121,0.014516845,-0.31175137,0.6084308,-1.1410155,-0.31024164,0.070831895,2.603957,-1.0454917,-1.7570779,-0.5397777,-0.62196374,-1.6215668,-4.3766017,0.05278234
122,-1.1137407,0.16313943,0.64827,-0.5645308,-0.42710674,-0.62904835,-2.0380993,11.522607,-5.045076,1.0939943,4.1319284,-6.170602,0.10241769,-0.64153105
123,-0.35319296,-0.14388749,0.28477862,-0.14887595,0.33902577,0.20661077,-13.428278,-4.0030446,3.4790027,0.7673814,3.2402341,-5.1380515,2.6834264,1.9535562
124,-0.07457426,-1.0102737,0.42047307,-0.4594453,-0.100935556,-0.3811443,32.646187,23.59266,17.15306,-76.44087,-10.297229,-13.092848,8.25321,-6.8785043
125,-0.25379884,-0.35564524,0.17038651,-0.16403201,-0.339831,-0.8022033,-1.6528127,-14.0562935,-2.1857352,2.5068493,-0.6187826,5.743964,-1.369509,6.908614
126,-0.49972475,-0.28830475,0.17491297,-0.44882298,-0.37722653,-0.41819066,9.287725,-16.437426,3.9333146,-2.117201,4.716715,-8.347964,0.41073674,2.3175714
127,-0.39208943,-0.93637824,0.35940117,-0.638664,-0.30663475,-0.019386254,5.402144,-2.8470097,-0.36971164,-2.5900166,4.8588824,1.7241114,0.614715,-2.9290757
128,-0.35870862,0.30726388,-0.057878762,-0.4922635,-0.77237725,0.49815428,-1.9554864,5.545496,1.1650333,0.6824329,-1.8366983,-4.101636,-2.7547426,-1.2943765
129,-0.25280175,0.036701083,0.35149693,-0.24934462,-0.4976749,0.5431993,5.1657195,3.6532505,1.796362,1.1465966,5.78454,-2.517009,0.1846922,-2.7418022
130,0.07329896,0.75740343,0.047403276,-0.54437476,-0.398986,-0.53516525,-3.2065685,-0.6911734,-0.4491151,-1.0634623,-1.8420289,-3.179659,5.5512714,1.0221524
131,-0.6471512,0.13574019,0.3495744,-0.91830313,-0.7683778,-0.3013662,0.15238817,5.570644,2.2145216,13.3228,2.9646075,-0.7392862,6.0651684,1.5238116
132,-1.129082,-0.63312244,0.54075706,-0.9659375,-0.3115071,-0.45578042,40.107788,16.6148,5.9931,-10.282613,0.6450209,-2.0685596,-0.103220165,-1.4326507
133,-0.54018426,-0.31899422,-0.020187102,-0.9085918,-0.15674138,-0.5744077,-19.007505,-26.149979,-3.360129,-6.38031,-21.88726,18.535925,5.8212733,-0.8908453
134,-0.338805,-0.85710543,-0.037141316,-0.3311127,-0.6038298,0.1913013,2.529511,9.682187,2.9808846,-8.713256,-2.1641781,2.391791,-1.2633352,4.811104
135,-0.8613183,-0.48266983,0.11723721,-0.95768577,-0.5596899,-0.15064532,9.640382,7.229419,-55.38509,9.219122,0.38825646,-1.2306511,6.165722,-1.9401801
136,-0.36840826,-0.2399703,0.46055368,-0.48054862,-0.2731331,-0.44777253,0.003655672,4.2438827,-1.3292446,1.9110415,3.4678326,0.9798243,-5.024792,-3.197787
137,-0.07258818,-0.4779086,0.3081881,-0.8393239,-0.49028948,-0.10092804,-10.004936,0.0457877,20.43339,-7.9944153,-1.1881629,-6.643774,10.985438,8.296299
138,-0.14824507,-0.026193619,-0.1584821,-0.34771943,-0.5820004,0.2962625,4.630201,-1.9107981,-0.52512074,-5.406285,6.6488633,5.362716,-3.8469946,-1.8967041
139,-0.51494956,-0.62833416,0.19429111,-0.9104922,-0.5064912,-0.33590153,-6.017623,3.4988263,-4.7437186,-16.84517,6.1245236,-3.7184064,4.1972837,-3.1082284
140,-0.08286978,-0.21857157,0.024537884,-0.7622124,-0.46331078,-0.45014876,0.7834953,-1.3590837,-0.15945092,-7.816557,-3.7289994,5.368677,6.541558,-3.519556
141,0.039333113,0.6123158,0.07647923,-0.02491127,-0.5209798,0.77318144,0.28737268,4.1784616,4.681259,2.1237671,-2.359423,6.567902,5.5482574,1.0884802
142,-0.33954886,-0.46935365,0.010406435,-0.043140158,-0.3132342,-0.7872257,-3.2714922,1.9675577,7.378985,-1.7028807,8.351946,-0.82155555,1.0837437,1.9859613
143,0.8273637,-0.4508813,0.1824547,-0.55442303,-0.6883584,-0.10684538,-1.5855398,-1.5439103,1.7053788,-1.3394021,-7.064059,4.3732915,-3.3704398,1.8710312
144,0.6841332,-0.4805501,0.16274826,-0.5348691,0.07135962,0.9090879,5.1463194,-0.43355328,2.0676007,4.477446,-11.540194,-1.5205328,-14.141876,0.83036983
145,-0.23842904,-0.883502,0.9502255,0.17240423,-0.5900363,0.3578646,-1.4867013,0.25640768,0.4784207,1.2670681,-3.7840364,2.0227375,-0.5501193,-2.1671178
146,-0.16564754,-0.23122706,-0.14584446,-0.8163503,-0.45531976,0.3059513,3.213484,-0.67807174,-6.540284,0.6808382,12.501155,1.8297952,-3.4405813,-7.3929267
147,-1.1947519,0.0159733,0.5798722,-0.93267727,-0.32884476,-0.17901349,2.0728786,1.6698971,0.69082516,2.697014,-5.9009395,-6.1752157,2.599746,1.4105403
148,-0.32751623,-0.76480633,0.16928321,-0.31930476,-0.69862616,0.08260071,-5.054318,-2.7905,3.5784318,1.6226985,5.0381308,1.1176933,-8.502743,-3.9761944
149,0.033737555,-0.8000339,0.03887696,-0.37271482,-0.14925592,0.2789412,-0.14950621,0.065331,6.6152267,0.32407123,3.1502864,6.1700788,1.8412224,4.114956
150,0.12795445,-0.7137339,0.22920196,0.21982627,0.06173297,0.28517047,-3.010765,4.421355,-0.29837483,-2.9296477,1.3952458,0.6594289,0.9039141,-2.0858328
