-4.217377901077270508e-01,-1.435398459434509277e-01,-1.962611973285675049e-01,-4.515456259250640869e-01,6.882913112640380859e-01,-9.814292937517166138e-02,-7.437981367111206055e-01,2.705264091491699219e-01,-1.135712862014770508e-02,3.177797496318817139e-01,-9.743362665176391602e-01,9.871859550476074219e-01,6.954046487808227539e-01,-2.401869744062423706e-01
-2.729969024658203125e-01,-2.184125483036041260e-01,-3.832237124443054199e-01,-8.210603147745132446e-02,6.774380207061767578e-01,-1.593815088272094727e-01,-2.100473642349243164e-02,-9.276238083839416504e-01,1.107968986034393311e-01,6.080722808837890625e-01,1.262018680572509766e+00,1.330294370651245117e+00,-1.892030477523803711e+00,1.724443912506103516e+00
5.585048347711563110e-02,5.982762575149536133e-02,-6.698125600814819336e-01,-3.466504812240600586e-01,9.087747335433959961e-02,4.494979381561279297e-01,-6.543883681297302246e-01,5.983150005340576172e-01,-1.024131476879119873e-01,6.540070176124572754e-01,1.943545639514923096e-01,-5.606515407562255859e-01,7.682264447212219238e-01,-9.723083972930908203e-01
-2.819881737232208252e-01,-2.384431958198547363e-01,6.131464987993240356e-02,-1.385588049888610840e-01,1.265797317028045654e-01,2.797477841377258301e-01,-5.654413700103759766e-01,1.408185243606567383e+00,-1.585122942924499512e-02,-2.007071495056152344e+00,1.214618563652038574e+00,-4.285156428813934326e-01,-6.566761434078216553e-02,-4.747666716575622559e-01
-5.130619406700134277e-01,-7.249402254819869995e-02,-1.447424739599227905e-01,-4.117353856563568115e-01,7.995470762252807617e-01,2.609334290027618408e-01,1.972810029983520508e-01,4.894492030143737793e-01,5.218660831451416016e-01,1.387920022010803223e+00,-5.123659968376159668e-01,1.138525903224945068e-01,3.178939819335937500e-01,-1.367852091789245605e-01
4.069907069206237793e-01,4.393469095230102539e-01,3.357043266296386719e-01,9.786470979452133179e-02,3.347710967063903809e-01,3.609885275363922119e-01,-3.727219998836517334e-01,2.374544888734817505e-01,1.220453143119812012e+00,-2.872008681297302246e-01,6.634980440139770508e-03,5.252767205238342285e-01,-4.132604598999023438e-01,-3.292588293552398682e-01
3.769578039646148682e-01,3.583795428276062012e-01,-3.355231285095214844e-01,-1.782817244529724121e-01,4.120682775974273682e-01,-7.536263018846511841e-02,6.424779891967773438e-01,4.433019161224365234e-01,-1.299499869346618652e-01,-6.152516603469848633e-01,-9.750162363052368164e-01,-2.263617515563964844e-02,-6.692072153091430664e-01,2.347236633300781250e+00
-2.550678253173828125e-01,9.024593979120254517e-02,-3.468779921531677246e-01,-1.523257941007614136e-01,2.071979343891143799e-01,1.210880130529403687e-01,-7.620194554328918457e-01,3.921098113059997559e-01,-1.435346305370330811e-01,6.076251864433288574e-01,3.586038351058959961e-01,1.284385681152343750e+00,-1.025010704994201660e+00,1.002366244792938232e-01
-3.206213116645812988e-01,-1.188606768846511841e-02,7.688480615615844727e-02,-4.913056194782257080e-01,7.982799410820007324e-02,-1.243323087692260742e-03,-1.936359405517578125e-01,8.136449754238128662e-02,-9.688276052474975586e-01,9.892712235450744629e-01,-3.746485710144042969e-01,8.073757290840148926e-01,1.888090744614601135e-02,3.961966633796691895e-01
7.009287923574447632e-02,4.108621776103973389e-01,-1.024351119995117188e-01,-1.704507917165756226e-01,5.112125277519226074e-01,8.337566256523132324e-02,7.545022368431091309e-01,1.850152611732482910e-01,-1.513982415199279785e-01,-1.384600400924682617e-01,9.170306921005249023e-01,4.655171632766723633e-01,4.136449098587036133e-02,8.630371689796447754e-01
